dataset	algorithm	proc	n_edges	GS_src	precision	recall	fscore
gasch_GSE102475	LEAP	normalized	50000	hu	0.0285	0.2235	0.0505
gasch_GSE102475	LEAP	normalized	100	mac2	0.0000	0.0000	0.0000
gasch_GSE102475	LEAP	normalized	300	mac2	0.0067	0.0009	0.0016
gasch_GSE102475	LEAP	normalized	500	mac2	0.0080	0.0018	0.0030
gasch_GSE102475	LEAP	normalized	1000	mac2	0.0190	0.0087	0.0119
gasch_GSE102475	LEAP	normalized	3000	mac2	0.0257	0.0352	0.0297
gasch_GSE102475	LEAP	normalized	5000	mac2	0.0238	0.0544	0.0331
gasch_GSE102475	LEAP	normalized	10000	mac2	0.0194	0.0887	0.0318
gasch_GSE102475	LEAP	normalized	30000	mac2	0.0188	0.2585	0.0351
gasch_GSE102475	LEAP	normalized	50000	mac2	0.0195	0.4469	0.0374
gasch_GSE102475	LEAP	normalized	100	yeastract_c3	0.0100	0.0004	0.0008
gasch_GSE102475	LEAP	normalized	300	yeastract_c3	0.0267	0.0034	0.0061
gasch_GSE102475	LEAP	normalized	500	yeastract_c3	0.0300	0.0064	0.0106
gasch_GSE102475	LEAP	normalized	1000	yeastract_c3	0.0610	0.0262	0.0366
gasch_GSE102475	LEAP	normalized	3000	yeastract_c3	0.0453	0.0583	0.0510
gasch_GSE102475	LEAP	normalized	5000	yeastract_c3	0.0372	0.0798	0.0507
gasch_GSE102475	LEAP	normalized	10000	yeastract_c3	0.0290	0.1244	0.0470
gasch_GSE102475	LEAP	normalized	30000	yeastract_c3	0.0224	0.2882	0.0416
gasch_GSE102475	LEAP	normalized	50000	yeastract_c3	0.0213	0.4567	0.0407
gasch_GSE102475	LEAP	normalized	100	yeastract_t2	0.0300	0.0012	0.0022
gasch_GSE102475	LEAP	normalized	300	yeastract_t2	0.0333	0.0039	0.0070
gasch_GSE102475	LEAP	normalized	500	yeastract_t2	0.0440	0.0086	0.0143
gasch_GSE102475	LEAP	normalized	1000	yeastract_t2	0.0800	0.0312	0.0449
gasch_GSE102475	LEAP	normalized	3000	yeastract_t2	0.0580	0.0678	0.0625
gasch_GSE102475	LEAP	normalized	5000	yeastract_t2	0.0480	0.0935	0.0634
gasch_GSE102475	LEAP	normalized	10000	yeastract_t2	0.0361	0.1406	0.0575
gasch_GSE102475	LEAP	normalized	30000	yeastract_t2	0.0244	0.2855	0.0450
gasch_GSE102475	LEAP	normalized	50000	yeastract_t2	0.0224	0.4367	0.0427
gasch_GSE102475	LEAP	normalized	100	yeast_chipunion	0.0400	0.0003	0.0006
gasch_GSE102475	LEAP	normalized	300	yeast_chipunion	0.0300	0.0007	0.0014
gasch_GSE102475	LEAP	normalized	500	yeast_chipunion	0.0240	0.0010	0.0019
gasch_GSE102475	LEAP	normalized	1000	yeast_chipunion	0.0340	0.0028	0.0051
gasch_GSE102475	LEAP	normalized	3000	yeast_chipunion	0.0727	0.0177	0.0285
gasch_GSE102475	LEAP	normalized	5000	yeast_chipunion	0.0586	0.0238	0.0338
gasch_GSE102475	LEAP	normalized	10000	yeast_chipunion	0.0501	0.0407	0.0449
gasch_GSE102475	LEAP	normalized	30000	yeast_chipunion	0.0404	0.0983	0.0572
gasch_GSE102475	LEAP	normalized	50000	yeast_chipunion	0.0382	0.1550	0.0613
gasch_GSE102475	LEAP	normalized	100	yeast_KDUnion	0.0200	0.0001	0.0002
gasch_GSE102475	LEAP	normalized	300	yeast_KDUnion	0.0200	0.0004	0.0007
gasch_GSE102475	LEAP	normalized	500	yeast_KDUnion	0.0400	0.0012	0.0024
gasch_GSE102475	LEAP	normalized	1000	yeast_KDUnion	0.0570	0.0035	0.0065
gasch_GSE102475	LEAP	normalized	3000	yeast_KDUnion	0.0687	0.0126	0.0212
gasch_GSE102475	LEAP	normalized	5000	yeast_KDUnion	0.0628	0.0191	0.0293
gasch_GSE102475	LEAP	normalized	10000	yeast_KDUnion	0.0542	0.0330	0.0410
gasch_GSE102475	LEAP	normalized	30000	yeast_KDUnion	0.0488	0.0891	0.0630
gasch_GSE102475	LEAP	normalized	50000	yeast_KDUnion	0.0432	0.1315	0.0650
gasch_GSE102475	LEAP	normalized	100	yeast_chipunion_KDUnion_intersect	0.0200	0.0011	0.0021
gasch_GSE102475	LEAP	normalized	300	yeast_chipunion_KDUnion_intersect	0.0200	0.0033	0.0057
gasch_GSE102475	LEAP	normalized	500	yeast_chipunion_KDUnion_intersect	0.0260	0.0072	0.0113
gasch_GSE102475	LEAP	normalized	1000	yeast_chipunion_KDUnion_intersect	0.0400	0.0223	0.0286
gasch_GSE102475	LEAP	normalized	3000	yeast_chipunion_KDUnion_intersect	0.0437	0.0730	0.0546
gasch_GSE102475	LEAP	normalized	5000	yeast_chipunion_KDUnion_intersect	0.0424	0.1181	0.0624
gasch_GSE102475	LEAP	normalized	10000	yeast_chipunion_KDUnion_intersect	0.0314	0.1749	0.0532
gasch_GSE102475	LEAP	normalized	30000	yeast_chipunion_KDUnion_intersect	0.0230	0.3844	0.0434
gasch_GSE102475	LEAP	normalized	50000	yeast_chipunion_KDUnion_intersect	0.0215	0.5989	0.0415
han_GSE107552	LEAP	normalized	100	hESC_encodechip	0.4300	0.0003	0.0007
han_GSE107552	LEAP	normalized	300	hESC_encodechip	0.4667	0.0011	0.0022
han_GSE107552	LEAP	normalized	500	hESC_encodechip	0.4660	0.0018	0.0036
han_GSE107552	LEAP	normalized	1000	hESC_encodechip	0.4710	0.0037	0.0073
han_GSE107552	LEAP	normalized	3000	hESC_encodechip	0.4390	0.0103	0.0202
han_GSE107552	LEAP	normalized	5000	hESC_encodechip	0.4086	0.0160	0.0308
han_GSE107552	LEAP	normalized	10000	hESC_encodechip	0.3857	0.0302	0.0560
han_GSE107552	LEAP	normalized	30000	hESC_encodechip	0.3610	0.0848	0.1374
han_GSE107552	LEAP	normalized	50000	hESC_encodechip	0.3577	0.1401	0.2014
han_GSE107552	LEAP	normalized	100	hESC_escapechip	0.2300	0.0006	0.0011
han_GSE107552	LEAP	normalized	300	hESC_escapechip	0.2733	0.0020	0.0040
han_GSE107552	LEAP	normalized	500	hESC_escapechip	0.2800	0.0034	0.0068
han_GSE107552	LEAP	normalized	1000	hESC_escapechip	0.2790	0.0068	0.0134
han_GSE107552	LEAP	normalized	3000	hESC_escapechip	0.2453	0.0180	0.0336
han_GSE107552	LEAP	normalized	5000	hESC_escapechip	0.2360	0.0289	0.0515
han_GSE107552	LEAP	normalized	10000	hESC_escapechip	0.2143	0.0525	0.0844
han_GSE107552	LEAP	normalized	30000	hESC_escapechip	0.1800	0.1324	0.1526
han_GSE107552	LEAP	normalized	50000	hESC_escapechip	0.1687	0.2068	0.1858
han_GSE107552	LEAP	normalized	100	hESC_chipunion	0.3200	0.0002	0.0004
han_GSE107552	LEAP	normalized	300	hESC_chipunion	0.3733	0.0007	0.0014
han_GSE107552	LEAP	normalized	500	hESC_chipunion	0.4000	0.0012	0.0025
han_GSE107552	LEAP	normalized	1000	hESC_chipunion	0.4190	0.0026	0.0052
han_GSE107552	LEAP	normalized	3000	hESC_chipunion	0.3823	0.0072	0.0141
han_GSE107552	LEAP	normalized	5000	hESC_chipunion	0.3634	0.0114	0.0220
han_GSE107552	LEAP	normalized	10000	hESC_chipunion	0.3312	0.0207	0.0390
han_GSE107552	LEAP	normalized	30000	hESC_chipunion	0.2923	0.0548	0.0923
han_GSE107552	LEAP	normalized	50000	hESC_chipunion	0.2810	0.0878	0.1338
han_GSE107552	LEAP	normalized	100	hESC_logof	0.4200	0.0010	0.0020
han_GSE107552	LEAP	normalized	300	hESC_logof	0.4067	0.0030	0.0059
han_GSE107552	LEAP	normalized	500	hESC_logof	0.3840	0.0047	0.0093
han_GSE107552	LEAP	normalized	1000	hESC_logof	0.3690	0.0090	0.0176
han_GSE107552	LEAP	normalized	3000	hESC_logof	0.2987	0.0219	0.0408
han_GSE107552	LEAP	normalized	5000	hESC_logof	0.2712	0.0331	0.0590
han_GSE107552	LEAP	normalized	10000	hESC_logof	0.2427	0.0593	0.0952
han_GSE107552	LEAP	normalized	30000	hESC_logof	0.2121	0.1553	0.1793
han_GSE107552	LEAP	normalized	50000	hESC_logof	0.1981	0.2419	0.2178
han_GSE107552	LEAP	normalized	100	hESC_nishiyama	0.1900	0.0003	0.0006
han_GSE107552	LEAP	normalized	300	hESC_nishiyama	0.1367	0.0007	0.0014
han_GSE107552	LEAP	normalized	500	hESC_nishiyama	0.1260	0.0010	0.0021
han_GSE107552	LEAP	normalized	1000	hESC_nishiyama	0.1270	0.0021	0.0041
han_GSE107552	LEAP	normalized	3000	hESC_nishiyama	0.1247	0.0062	0.0118
han_GSE107552	LEAP	normalized	5000	hESC_nishiyama	0.1234	0.0102	0.0189
han_GSE107552	LEAP	normalized	10000	hESC_nishiyama	0.1332	0.0221	0.0379
han_GSE107552	LEAP	normalized	30000	hESC_nishiyama	0.1291	0.0643	0.0858
han_GSE107552	LEAP	normalized	50000	hESC_nishiyama	0.1242	0.1030	0.1126
han_GSE107552	LEAP	normalized	100	hESC_KDUnion	0.2700	0.0004	0.0007
han_GSE107552	LEAP	normalized	300	hESC_KDUnion	0.2300	0.0009	0.0018
han_GSE107552	LEAP	normalized	500	hESC_KDUnion	0.2220	0.0015	0.0029
han_GSE107552	LEAP	normalized	1000	hESC_KDUnion	0.1980	0.0026	0.0051
han_GSE107552	LEAP	normalized	3000	hESC_KDUnion	0.1730	0.0068	0.0131
han_GSE107552	LEAP	normalized	5000	hESC_KDUnion	0.1644	0.0108	0.0202
han_GSE107552	LEAP	normalized	10000	hESC_KDUnion	0.1677	0.0220	0.0389
han_GSE107552	LEAP	normalized	30000	hESC_KDUnion	0.1561	0.0614	0.0881
han_GSE107552	LEAP	normalized	50000	hESC_KDUnion	0.1481	0.0971	0.1173
han_GSE107552	LEAP	normalized	100	hESC_chipunion_KDUnion_intersect	0.1900	0.0022	0.0044
han_GSE107552	LEAP	normalized	300	hESC_chipunion_KDUnion_intersect	0.2067	0.0073	0.0142
han_GSE107552	LEAP	normalized	500	hESC_chipunion_KDUnion_intersect	0.2200	0.0130	0.0245
han_GSE107552	LEAP	normalized	1000	hESC_chipunion_KDUnion_intersect	0.2080	0.0246	0.0440
han_GSE107552	LEAP	normalized	3000	hESC_chipunion_KDUnion_intersect	0.1620	0.0574	0.0848
han_GSE107552	LEAP	normalized	5000	hESC_chipunion_KDUnion_intersect	0.1440	0.0851	0.1070
han_GSE107552	LEAP	normalized	10000	hESC_chipunion_KDUnion_intersect	0.1190	0.1406	0.1289
han_GSE107552	LEAP	normalized	30000	hESC_chipunion_KDUnion_intersect	0.0879	0.3115	0.1371
han_GSE107552	LEAP	normalized	50000	hESC_chipunion_KDUnion_intersect	0.0796	0.4705	0.1362
han_GSE107552	LEAP	normalized	100	hESC_lit	0.2300	0.1013	0.1407
han_GSE107552	LEAP	normalized	300	hESC_lit	0.1967	0.2599	0.2239
han_GSE107552	LEAP	normalized	500	hESC_lit	0.1680	0.3700	0.2311
han_GSE107552	LEAP	normalized	1000	hESC_lit	0.1260	0.5551	0.2054
han_GSE107552	LEAP	normalized	3000	hESC_lit	0.0922	0.9868	0.1686
han_GSE107552	LEAP	normalized	5000	hESC_lit	0.0922	0.9868	0.1686
han_GSE107552	LEAP	normalized	10000	hESC_lit	0.0922	0.9868	0.1686
han_GSE107552	LEAP	normalized	30000	hESC_lit	0.0922	0.9868	0.1686
han_GSE107552	LEAP	normalized	50000	hESC_lit	0.0922	0.9868	0.1686
sridharan_A2S	LEAP	normalized	100	mESC_escapechip	0.2000	0.0005	0.0010
sridharan_A2S	LEAP	normalized	300	mESC_escapechip	0.2433	0.0019	0.0037
sridharan_A2S	LEAP	normalized	500	mESC_escapechip	0.2240	0.0029	0.0056
sridharan_A2S	LEAP	normalized	1000	mESC_escapechip	0.2560	0.0065	0.0127
sridharan_A2S	LEAP	normalized	3000	mESC_escapechip	0.2510	0.0192	0.0357
sridharan_A2S	LEAP	normalized	5000	mESC_escapechip	0.2428	0.0310	0.0549
sridharan_A2S	LEAP	normalized	10000	mESC_escapechip	0.2317	0.0591	0.0942
sridharan_A2S	LEAP	normalized	30000	mESC_escapechip	0.2032	0.1555	0.1762
sridharan_A2S	LEAP	normalized	50000	mESC_escapechip	0.1910	0.2436	0.2141
sridharan_A2S	LEAP	normalized	100	mESC_encodechip	0.2400	0.0094	0.0181
sridharan_A2S	LEAP	normalized	300	mESC_encodechip	0.2467	0.0290	0.0519
sridharan_A2S	LEAP	normalized	500	mESC_encodechip	0.2380	0.0466	0.0780
sridharan_A2S	LEAP	normalized	1000	mESC_encodechip	0.2190	0.0858	0.1233
sridharan_A2S	LEAP	normalized	3000	mESC_encodechip	0.2177	0.2559	0.2352
sridharan_A2S	LEAP	normalized	5000	mESC_encodechip	0.2180	0.4271	0.2887
sridharan_A2S	LEAP	normalized	10000	mESC_encodechip	0.2097	0.8217	0.3341
sridharan_A2S	LEAP	normalized	30000	mESC_encodechip	0.1993	0.9992	0.3324
sridharan_A2S	LEAP	normalized	50000	mESC_encodechip	0.1993	0.9992	0.3324
sridharan_A2S	LEAP	normalized	100	mESC_chipunion	0.2000	0.0005	0.0010
sridharan_A2S	LEAP	normalized	300	mESC_chipunion	0.2500	0.0019	0.0037
sridharan_A2S	LEAP	normalized	500	mESC_chipunion	0.2280	0.0029	0.0056
sridharan_A2S	LEAP	normalized	1000	mESC_chipunion	0.2590	0.0065	0.0127
sridharan_A2S	LEAP	normalized	3000	mESC_chipunion	0.2580	0.0194	0.0361
sridharan_A2S	LEAP	normalized	5000	mESC_chipunion	0.2484	0.0311	0.0553
sridharan_A2S	LEAP	normalized	10000	mESC_chipunion	0.2372	0.0595	0.0951
sridharan_A2S	LEAP	normalized	30000	mESC_chipunion	0.2076	0.1562	0.1782
sridharan_A2S	LEAP	normalized	50000	mESC_chipunion	0.1955	0.2451	0.2175
sridharan_A2S	LEAP	normalized	100	mESC_logof	0.0900	0.0003	0.0005
sridharan_A2S	LEAP	normalized	300	mESC_logof	0.1333	0.0012	0.0023
sridharan_A2S	LEAP	normalized	500	mESC_logof	0.1420	0.0021	0.0041
sridharan_A2S	LEAP	normalized	1000	mESC_logof	0.1480	0.0044	0.0085
sridharan_A2S	LEAP	normalized	3000	mESC_logof	0.1800	0.0160	0.0294
sridharan_A2S	LEAP	normalized	5000	mESC_logof	0.1948	0.0289	0.0503
sridharan_A2S	LEAP	normalized	10000	mESC_logof	0.2008	0.0595	0.0918
sridharan_A2S	LEAP	normalized	30000	mESC_logof	0.1869	0.1661	0.1759
sridharan_A2S	LEAP	normalized	50000	mESC_logof	0.1719	0.2547	0.2053
sridharan_A2S	LEAP	normalized	100	mESC_nishiyama	0.0300	0.0001	0.0001
sridharan_A2S	LEAP	normalized	300	mESC_nishiyama	0.0400	0.0003	0.0005
sridharan_A2S	LEAP	normalized	500	mESC_nishiyama	0.0460	0.0005	0.0010
sridharan_A2S	LEAP	normalized	1000	mESC_nishiyama	0.0590	0.0013	0.0026
sridharan_A2S	LEAP	normalized	3000	mESC_nishiyama	0.0640	0.0043	0.0080
sridharan_A2S	LEAP	normalized	5000	mESC_nishiyama	0.0738	0.0082	0.0147
sridharan_A2S	LEAP	normalized	10000	mESC_nishiyama	0.0816	0.0181	0.0296
sridharan_A2S	LEAP	normalized	30000	mESC_nishiyama	0.0859	0.0572	0.0687
sridharan_A2S	LEAP	normalized	50000	mESC_nishiyama	0.0842	0.0935	0.0886
sridharan_A2S	LEAP	normalized	100	mESC_KDUnion	0.0300	0.0001	0.0001
sridharan_A2S	LEAP	normalized	300	mESC_KDUnion	0.0433	0.0002	0.0004
sridharan_A2S	LEAP	normalized	500	mESC_KDUnion	0.0480	0.0004	0.0008
sridharan_A2S	LEAP	normalized	1000	mESC_KDUnion	0.0710	0.0012	0.0024
sridharan_A2S	LEAP	normalized	3000	mESC_KDUnion	0.0787	0.0041	0.0078
sridharan_A2S	LEAP	normalized	5000	mESC_KDUnion	0.0924	0.0080	0.0147
sridharan_A2S	LEAP	normalized	10000	mESC_KDUnion	0.1045	0.0181	0.0308
sridharan_A2S	LEAP	normalized	30000	mESC_KDUnion	0.1132	0.0587	0.0773
sridharan_A2S	LEAP	normalized	50000	mESC_KDUnion	0.1116	0.0965	0.1035
sridharan_A2S	LEAP	normalized	100	mESC_chipunion_KDUnion_intersect	0.1500	0.0021	0.0041
sridharan_A2S	LEAP	normalized	300	mESC_chipunion_KDUnion_intersect	0.1633	0.0068	0.0131
sridharan_A2S	LEAP	normalized	500	mESC_chipunion_KDUnion_intersect	0.1720	0.0120	0.0225
sridharan_A2S	LEAP	normalized	1000	mESC_chipunion_KDUnion_intersect	0.1600	0.0224	0.0392
sridharan_A2S	LEAP	normalized	3000	mESC_chipunion_KDUnion_intersect	0.1460	0.0612	0.0862
sridharan_A2S	LEAP	normalized	5000	mESC_chipunion_KDUnion_intersect	0.1372	0.0958	0.1128
sridharan_A2S	LEAP	normalized	10000	mESC_chipunion_KDUnion_intersect	0.1147	0.1602	0.1337
sridharan_A2S	LEAP	normalized	30000	mESC_chipunion_KDUnion_intersect	0.0872	0.3656	0.1409
sridharan_A2S	LEAP	normalized	50000	mESC_chipunion_KDUnion_intersect	0.0756	0.5281	0.1323
sridharan_A2S	LEAP	normalized	100	mESC_ATAC_Day4Day6Union	0.1500	0.0004	0.0007
sridharan_A2S	LEAP	normalized	300	mESC_ATAC_Day4Day6Union	0.1333	0.0009	0.0019
sridharan_A2S	LEAP	normalized	500	mESC_ATAC_Day4Day6Union	0.1320	0.0015	0.0030
sridharan_A2S	LEAP	normalized	1000	mESC_ATAC_Day4Day6Union	0.1130	0.0026	0.0052
sridharan_A2S	LEAP	normalized	3000	mESC_ATAC_Day4Day6Union	0.1033	0.0072	0.0135
sridharan_A2S	LEAP	normalized	5000	mESC_ATAC_Day4Day6Union	0.1050	0.0123	0.0219
sridharan_A2S	LEAP	normalized	10000	mESC_ATAC_Day4Day6Union	0.1021	0.0238	0.0386
sridharan_A2S	LEAP	normalized	30000	mESC_ATAC_Day4Day6Union	0.1024	0.0717	0.0843
sridharan_A2S	LEAP	normalized	50000	mESC_ATAC_Day4Day6Union	0.1006	0.1174	0.1084
sridharan_A2S	LEAP	normalized	100	mESC_lit	0.3100	0.1558	0.2074
sridharan_A2S	LEAP	normalized	300	mESC_lit	0.2233	0.3367	0.2685
sridharan_A2S	LEAP	normalized	500	mESC_lit	0.1780	0.4472	0.2546
sridharan_A2S	LEAP	normalized	1000	mESC_lit	0.1360	0.6834	0.2269
sridharan_A2S	LEAP	normalized	3000	mESC_lit	0.1040	1.0000	0.1884
sridharan_A2S	LEAP	normalized	5000	mESC_lit	0.1040	1.0000	0.1884
sridharan_A2S	LEAP	normalized	10000	mESC_lit	0.1040	1.0000	0.1884
sridharan_A2S	LEAP	normalized	30000	mESC_lit	0.1040	1.0000	0.1884
sridharan_A2S	LEAP	normalized	50000	mESC_lit	0.1040	1.0000	0.1884
sridharan_FBS	LEAP	normalized	100	mESC_escapechip	0.2600	0.0007	0.0014
sridharan_FBS	LEAP	normalized	300	mESC_escapechip	0.2400	0.0019	0.0037
sridharan_FBS	LEAP	normalized	500	mESC_escapechip	0.2460	0.0032	0.0064
sridharan_FBS	LEAP	normalized	1000	mESC_escapechip	0.2220	0.0058	0.0113
sridharan_FBS	LEAP	normalized	3000	mESC_escapechip	0.2067	0.0163	0.0302
sridharan_FBS	LEAP	normalized	5000	mESC_escapechip	0.1978	0.0259	0.0459
sridharan_FBS	LEAP	normalized	10000	mESC_escapechip	0.1952	0.0512	0.0811
sridharan_FBS	LEAP	normalized	30000	mESC_escapechip	0.1704	0.1341	0.1501
sridharan_FBS	LEAP	normalized	50000	mESC_escapechip	0.1668	0.2188	0.1893
sridharan_FBS	LEAP	normalized	100	mESC_encodechip	0.2400	0.0094	0.0182
sridharan_FBS	LEAP	normalized	300	mESC_encodechip	0.2200	0.0260	0.0464
sridharan_FBS	LEAP	normalized	500	mESC_encodechip	0.1960	0.0386	0.0644
sridharan_FBS	LEAP	normalized	1000	mESC_encodechip	0.1980	0.0779	0.1118
sridharan_FBS	LEAP	normalized	3000	mESC_encodechip	0.1947	0.2297	0.2108
sridharan_FBS	LEAP	normalized	5000	mESC_encodechip	0.1992	0.3918	0.2641
sridharan_FBS	LEAP	normalized	10000	mESC_encodechip	0.2115	0.8320	0.3373
sridharan_FBS	LEAP	normalized	30000	mESC_encodechip	0.1987	0.9992	0.3315
sridharan_FBS	LEAP	normalized	50000	mESC_encodechip	0.1987	0.9992	0.3315
sridharan_FBS	LEAP	normalized	100	mESC_chipunion	0.2600	0.0007	0.0013
sridharan_FBS	LEAP	normalized	300	mESC_chipunion	0.2500	0.0019	0.0038
sridharan_FBS	LEAP	normalized	500	mESC_chipunion	0.2520	0.0032	0.0064
sridharan_FBS	LEAP	normalized	1000	mESC_chipunion	0.2260	0.0058	0.0114
sridharan_FBS	LEAP	normalized	3000	mESC_chipunion	0.2123	0.0164	0.0305
sridharan_FBS	LEAP	normalized	5000	mESC_chipunion	0.2046	0.0264	0.0467
sridharan_FBS	LEAP	normalized	10000	mESC_chipunion	0.2027	0.0522	0.0831
sridharan_FBS	LEAP	normalized	30000	mESC_chipunion	0.1778	0.1375	0.1551
sridharan_FBS	LEAP	normalized	50000	mESC_chipunion	0.1732	0.2232	0.1951
sridharan_FBS	LEAP	normalized	100	mESC_logof	0.1900	0.0006	0.0012
sridharan_FBS	LEAP	normalized	300	mESC_logof	0.1800	0.0017	0.0034
sridharan_FBS	LEAP	normalized	500	mESC_logof	0.2020	0.0032	0.0063
sridharan_FBS	LEAP	normalized	1000	mESC_logof	0.1990	0.0064	0.0123
sridharan_FBS	LEAP	normalized	3000	mESC_logof	0.1933	0.0185	0.0338
sridharan_FBS	LEAP	normalized	5000	mESC_logof	0.1816	0.0290	0.0500
sridharan_FBS	LEAP	normalized	10000	mESC_logof	0.1702	0.0543	0.0824
sridharan_FBS	LEAP	normalized	30000	mESC_logof	0.1462	0.1400	0.1431
sridharan_FBS	LEAP	normalized	50000	mESC_logof	0.1451	0.2317	0.1785
sridharan_FBS	LEAP	normalized	100	mESC_nishiyama	0.0400	0.0001	0.0002
sridharan_FBS	LEAP	normalized	300	mESC_nishiyama	0.0733	0.0005	0.0010
sridharan_FBS	LEAP	normalized	500	mESC_nishiyama	0.0840	0.0010	0.0019
sridharan_FBS	LEAP	normalized	1000	mESC_nishiyama	0.0920	0.0021	0.0042
sridharan_FBS	LEAP	normalized	3000	mESC_nishiyama	0.1077	0.0075	0.0140
sridharan_FBS	LEAP	normalized	5000	mESC_nishiyama	0.1118	0.0130	0.0232
sridharan_FBS	LEAP	normalized	10000	mESC_nishiyama	0.1029	0.0239	0.0388
sridharan_FBS	LEAP	normalized	30000	mESC_nishiyama	0.0927	0.0646	0.0761
sridharan_FBS	LEAP	normalized	50000	mESC_nishiyama	0.0873	0.1013	0.0938
sridharan_FBS	LEAP	normalized	100	mESC_KDUnion	0.0700	0.0001	0.0003
sridharan_FBS	LEAP	normalized	300	mESC_KDUnion	0.1167	0.0006	0.0013
sridharan_FBS	LEAP	normalized	500	mESC_KDUnion	0.1240	0.0011	0.0022
sridharan_FBS	LEAP	normalized	1000	mESC_KDUnion	0.1360	0.0025	0.0048
sridharan_FBS	LEAP	normalized	3000	mESC_KDUnion	0.1463	0.0080	0.0151
sridharan_FBS	LEAP	normalized	5000	mESC_KDUnion	0.1492	0.0135	0.0248
sridharan_FBS	LEAP	normalized	10000	mESC_KDUnion	0.1397	0.0253	0.0428
sridharan_FBS	LEAP	normalized	30000	mESC_KDUnion	0.1221	0.0664	0.0860
sridharan_FBS	LEAP	normalized	50000	mESC_KDUnion	0.1134	0.1027	0.1078
sridharan_FBS	LEAP	normalized	100	mESC_chipunion_KDUnion_intersect	0.1400	0.0020	0.0040
sridharan_FBS	LEAP	normalized	300	mESC_chipunion_KDUnion_intersect	0.1500	0.0065	0.0125
sridharan_FBS	LEAP	normalized	500	mESC_chipunion_KDUnion_intersect	0.1440	0.0104	0.0194
sridharan_FBS	LEAP	normalized	1000	mESC_chipunion_KDUnion_intersect	0.1420	0.0205	0.0359
sridharan_FBS	LEAP	normalized	3000	mESC_chipunion_KDUnion_intersect	0.1257	0.0545	0.0760
sridharan_FBS	LEAP	normalized	5000	mESC_chipunion_KDUnion_intersect	0.1208	0.0873	0.1014
sridharan_FBS	LEAP	normalized	10000	mESC_chipunion_KDUnion_intersect	0.1089	0.1574	0.1287
sridharan_FBS	LEAP	normalized	30000	mESC_chipunion_KDUnion_intersect	0.0843	0.3654	0.1370
sridharan_FBS	LEAP	normalized	50000	mESC_chipunion_KDUnion_intersect	0.0730	0.5275	0.1282
sridharan_FBS	LEAP	normalized	100	mESC_ATAC_Day4Day6Union	0.0700	0.0002	0.0003
sridharan_FBS	LEAP	normalized	300	mESC_ATAC_Day4Day6Union	0.0800	0.0006	0.0011
sridharan_FBS	LEAP	normalized	500	mESC_ATAC_Day4Day6Union	0.0980	0.0011	0.0023
sridharan_FBS	LEAP	normalized	1000	mESC_ATAC_Day4Day6Union	0.1060	0.0025	0.0049
sridharan_FBS	LEAP	normalized	3000	mESC_ATAC_Day4Day6Union	0.1063	0.0075	0.0140
sridharan_FBS	LEAP	normalized	5000	mESC_ATAC_Day4Day6Union	0.1082	0.0127	0.0227
sridharan_FBS	LEAP	normalized	10000	mESC_ATAC_Day4Day6Union	0.1126	0.0264	0.0428
sridharan_FBS	LEAP	normalized	30000	mESC_ATAC_Day4Day6Union	0.1131	0.0796	0.0934
sridharan_FBS	LEAP	normalized	50000	mESC_ATAC_Day4Day6Union	0.1146	0.1343	0.1237
sridharan_FBS	LEAP	normalized	100	mESC_lit	0.4000	0.2030	0.2694
sridharan_FBS	LEAP	normalized	300	mESC_lit	0.2600	0.3959	0.3139
sridharan_FBS	LEAP	normalized	500	mESC_lit	0.1900	0.4822	0.2726
sridharan_FBS	LEAP	normalized	1000	mESC_lit	0.1300	0.6599	0.2172
sridharan_FBS	LEAP	normalized	3000	mESC_lit	0.1045	1.0000	0.1892
sridharan_FBS	LEAP	normalized	5000	mESC_lit	0.1045	1.0000	0.1892
sridharan_FBS	LEAP	normalized	10000	mESC_lit	0.1045	1.0000	0.1892
sridharan_FBS	LEAP	normalized	30000	mESC_lit	0.1045	1.0000	0.1892
sridharan_FBS	LEAP	normalized	50000	mESC_lit	0.1045	1.0000	0.1892
shalek_GSE48968	LEAP	normalized	100	mDC_chipunion	0.1100	0.0001	0.0002
shalek_GSE48968	LEAP	normalized	300	mDC_chipunion	0.1700	0.0005	0.0011
shalek_GSE48968	LEAP	normalized	500	mDC_chipunion	0.1940	0.0010	0.0020
shalek_GSE48968	LEAP	normalized	1000	mDC_chipunion	0.2640	0.0027	0.0054
shalek_GSE48968	LEAP	normalized	3000	mDC_chipunion	0.3353	0.0104	0.0202
shalek_GSE48968	LEAP	normalized	5000	mDC_chipunion	0.3654	0.0190	0.0360
shalek_GSE48968	LEAP	normalized	10000	mDC_chipunion	0.3918	0.0407	0.0737
shalek_GSE48968	LEAP	normalized	30000	mDC_chipunion	0.4099	0.1276	0.1946
shalek_GSE48968	LEAP	normalized	50000	mDC_chipunion	0.4152	0.2154	0.2836
shalek_GSE48968	LEAP	normalized	100	mDC_KDUnion	0.0400	0.0000	0.0001
shalek_GSE48968	LEAP	normalized	300	mDC_KDUnion	0.0467	0.0001	0.0002
shalek_GSE48968	LEAP	normalized	500	mDC_KDUnion	0.0440	0.0001	0.0003
shalek_GSE48968	LEAP	normalized	1000	mDC_KDUnion	0.0450	0.0003	0.0006
shalek_GSE48968	LEAP	normalized	3000	mDC_KDUnion	0.0563	0.0011	0.0022
